GenSymbol	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12
1700040L02Rik	0.40098597	0.823186844	0.551816215	1.131727755	0.761310808	0.686612577	1.561638961	1.78279435	1.544534844	1.367035516	1.771023506	1.670201312	0.306973786	0.675833993	-0.513549223	0.491463195	0.551747322	0.321697245	0.205229841	0.740426792	0.731113712	0.320496231	0.23980128	0.694978226
1700047I17Rik2	-1.442720301	-0.924314037	-0.874782698	-0.898527415	-1.310801049	-0.600209843	0.088752204	0.037747682	-0.210502767	-0.740188807	-0.948463625	-0.825343033	-2.340148491	-2.357758685	-2.289460452	-1.805348087	-1.914254478	-2.366801314	-2.078801345	-2.170036815	-1.779278775	-2.026522439	-2.42594307	-2.863210131
1700047I17Rik2	-1.34598248	-0.915628175	-0.920690846	-0.964111503	-1.304451532	-0.821725165	0.06587557	0.082225699	-0.046289261	-0.733269819	-0.886558196	-0.938162986	-2.36054184	-2.381182503	-2.339644524	-1.964944835	-2.011145926	-2.354287276	-2.099692318	-2.291203583	-1.71357775	-1.933132395	-2.470912704	-2.867120503
1700048O20Rik	-0.952891622	-0.900583594	-0.608630396	-1.534846734	-0.288931577	-1.233786498	-1.121665445	-1.009794447	-0.44267128	-1.362981512	-0.839867186	0.12631213	-1.458057025	-1.571051512	-2.273384985	-2.004716658	-1.223825248	-2.591249016	-2.884636427	-4.091547984	-2.026152182	-0.899673562	-1.419094285	-1.416981638
1700061I17Rik	-2.125107054	-1.276880102	-1.001974958	-3.245054364	-2.197103705	-1.536172505	-0.916621859	-1.183401932	-1.041627971	-0.27497088	-0.481199007	0.232709869	-3.441736285	-3.783088015	-2.187871481	-2.869448629	-2.535624483	-3.225976677	-2.405642549	-3.080124513	-2.074194979	-1.270653452	-1.741102436	-1.66589401
1700066M21Rik	3.716365408	3.286427278	2.842707358	3.322692521	3.542059898	3.487833604	2.259079613	2.963561053	2.537032605	3.189478271	2.757716683	2.807913343	3.990256028	3.896233092	3.391973883	4.040173533	4.150015314	3.577102485	3.450432671	3.084550752	3.137195279	2.760523295	3.535256711	3.132596583
1700088E04Rik	-2.547290714	-2.187004054	-2.566955102	-2.280425759	-2.803463456	-2.497152097	-1.983754729	-3.13286896	-2.635629279	-1.771362293	-2.077071473	-2.294752807	-4.053500888	-6.758541104	-4.210191637	-4.48689335	-5.64278899	-3.913892367	-3.929751376	-3.154082072	-3.000623379	-3.748260793	-3.294575846	-4.492630558
1700113H08Rik	-7.120021277	-5.598539041	-4.382105753	1.00E-11	1.00E-11	1.00E-11	1.00E-11	1.00E-11	1.00E-11	-4.959243887	-7.15403173	-5.993045686	-5.222964227	-5.35964413	-7.127064416	-3.910454122	-7.242088122	-4.487608446	-6.875266167	-6.095903011	-5.085353433	-4.560932241	-4.130582749	-6.030305678
1810011H11Rik	-0.509715356	-1.014951393	-1.504132952	-2.241672942	-1.47572766	-1.4423125	-1.836243667	-2.065183102	-1.823927486	-2.092475527	-2.572350922	-2.310790312	-3.072300722	-2.037017216	-2.653663709	-2.244315923	-3.167707841	-2.183120178	-2.352716809	-1.809660748	-2.674963651	-1.970661616	-2.607335273	-3.61713225
1810014B01Rik	0.605949401	1.031649269	0.815641004	1.157082527	0.819120428	0.96450214	0.996641829	1.418276318	1.176890802	1.298406115	1.232108129	1.325985015	0.49723935	0.570142297	0.645000658	0.798672679	0.752466018	0.305865488	0.763377578	0.60164898	0.447833067	1.044827737	0.909488953	1.197248938
1810030O07Rik	1.67827477	1.065882461	1.12507576	1.610511092	1.691694952	1.781808715	1.526840047	1.508890038	1.500669503	1.743855298	1.56410497	1.737617545	1.313071673	1.364583638	0.344783057	0.981136607	1.171379787	1.212986368	1.071982283	1.42988908	1.402367462	0.996504447	0.896217589	0.984902827
1810032O08Rik	0.248522692	0.402776741	0.152845381	-1.069512436	-1.097751957	0.143772166	1.856511683	1.353345877	1.619478746	1.644682329	1.736873259	1.932480762	-0.060084404	-0.748117335	-0.02416441	-1.06828669	-0.659945968	-0.137804934	-0.351486698	-0.474315958	-0.027772024	0.592799057	0.640343282	0.851271312
1810043G02Rik	1.415796518	1.280499091	1.76208513	1.327905764	1.065537846	1.95928052	1.75901518	1.833549959	1.746166554	1.934795767	1.990530156	1.688498187	0.956012032	0.92425194	1.251010067	1.474290663	1.234948836	1.188040047	1.381992085	1.326796182	1.233998466	1.380352659	1.41428169	1.453728272
1810053B23Rik	-0.14296652	0.520568082	0.353707206	0.19518379	-0.709063725	-0.604230837	1.457888421	0.709934631	0.89609356	-0.967732674	0.239055812	-0.853480322	-7.174605764	-2.157116078	-4.147997326	-2.989386278	-3.689272731	-7.005244774	-4.130327546	-2.520835676	-3.333178704	-2.693733093	-2.147572814	-2.612408058
1810064F22Rik	-1.438221267	-1.592962745	-0.500054642	-1.45185145	-1.024096927	-0.990509497	-3.561679892	-2.962283238	-3.133742419	-1.459167269	-1.735802289	-1.452802899	-0.582693484	-0.791510208	-0.795926911	-1.047681345	-0.86943545	-1.176465837	-2.328478351	-2.626379627	-1.918731282	-0.581671862	-0.628655258	-1.123050531
2010012O05Rik	2.542896905	2.968564505	3.134817284	2.664120983	2.488404463	2.432526534	3.24867752	3.169743852	2.963466726	3.213973999	3.408277085	3.322692521	2.269452126	2.260986129	2.499799975	2.548017319	2.590369675	2.20043216	2.363291647	2.668012439	2.669870359	2.654394294	2.633838037	2.322931861
2010016I18Rik	-4.712645915	-2.922210111	-2.820911947	-5.701855985	-4.832368718	-3.58486267	-4.268947476	-3.554652981	-3.339656208	-3.434850519	-4.430191628	-2.407585542	-5.164066874	-6.59950404	-4.229063068	-5.982872826	-7.518771169	-5.244466315	-5.563771626	-5.050110422	-6.363624374	-5.162185254	-4.605518345	-4.496927312
2200002D01Rik	7.23117317	6.909893084	7.838611469	6.455475181	6.903580625	7.201526047	7.954155589	6.378074587	7.314188956	6.616834047	7.566799936	7.693382411	7.083809049	7.146359925	9.015796933	8.008535069	7.708180337	7.896629087	8.736401931	8.763650587	8.886985987	8.803323919	8.423342857	8.744238477
2210013O21Rik	1.844570448	1.37529527	1.5183891	1.822542534	1.39589636	1.286313418	2.070080146	1.68746387	1.22673663	1.815427873	2.068877141	2.062981683	0.020811527	0.353391048	0.128240602	0.444826062	0.492581313	-0.087816164	0.526960202	0.349263357	-0.092340172	0.579180148	0.709925811	0.305176747
2210404O07Rik	-0.156233179	-1.125991569	-0.139142057	0.133695033	-1.419804336	-1.001749607	0.037803898	0.535366213	0.261229909	-0.354012505	0.152222366	0.825378604	-1.553667534	-2.442567362	-1.091131768	-0.964418316	-3.627231509	-1.357836334	-1.914401306	-0.490636561	-0.169021076	-1.220415841	-1.297441742	-1.0472281
2210404O09Rik	-0.059313033	-0.800711483	-1.383258388	-0.752104074	-0.615165492	-1.098008256	0.03071745	-0.574259274	-0.510224854	0.20040391	-0.519139307	-0.20630717	-1.236999833	-1.458409831	-2.1296266	-0.843297919	-1.151281926	-1.534683711	-1.703355825	-1.532895845	-1.372721891	-1.217886715	-1.924360583	-1.833526203
2210417A02Rik	2.020260384	2.25231271	2.644998352	1.519562033	2.065937592	2.459856495	2.328262029	2.385483498	2.48160636	3.004544538	3.369005753	3.247900178	1.229329506	1.594925894	1.863216923	1.690765714	2.395660599	1.841989216	1.231346385	1.265376883	1.259127834	2.462848069	2.519081397	2.355963462
2310014L17Rik	-1.038868642	-1.68873871	-1.947639756	-1.238404942	-1.420792814	-0.296941837	-3.789337835	-4.62197498	-3.907948479	0.018933221	-0.295227169	-0.314221281	-3.869984313	-3.393396313	-5.305488828	-4.632657565	-4.512345723	-3.768829119	-5.248294293	-5.442121971	-6.024471353	-2.603516051	-1.969135678	-2.429847986
2310034O05Rik	-2.838832072	-1.679263486	-2.225942931	-5.062191609	-2.737918087	-3.352604803	-1.526310743	-0.797839338	-1.347064762	1.71338789	1.807190033	2.396502034	-4.848118329	-5.99018161	-3.432414056	-5.345338632	-3.401732375	-5.329037874	-3.675343292	-4.130964375	-3.001247027	-0.664459577	-1.530443225	-0.368651679
2310061J03Rik	0.63321729	-0.161482216	0.276699135	0.739597553	0.013783815	0.97755836	0.563782919	1.098608203	1.033623864	0.817467725	0.610785091	0.300697759	-0.06288917	-0.210741501	0.100668225	0.395249296	0.177356546	0.032707424	0.477957033	0.061541201	0.580087582	-0.022495858	-0.381088557	0.169334979
2310067B10Rik	3.015868615	2.436292454	2.544626335	3.158577779	3.307304652	3.573507834	2.606143709	2.698291834	3.014158873	3.08021592	3.186429245	2.974993617	2.922747795	3.096720635	1.902610027	1.942041505	2.033021194	2.355250302	2.280430792	2.728083769	2.557672308	2.153863691	2.190791828	2.434708282
2410016O06Rik	0.99101293	0.59454855	1.019161025	0.961638144	0.751446582	1.125902328	1.249160111	1.100264531	1.239080259	1.096322583	1.147443472	1.015847211	0.827713359	0.440845918	0.518535139	0.676836068	0.502585202	0.912159304	0.368433124	0.76424423	0.7434805	0.516206821	0.452194777	0.430317392
2410131K14Rik	1.517547827	0.981750383	1.011216519	1.243870118	1.227956663	1.113727166	1.413832346	1.285633032	1.551176375	1.518006306	1.537072376	1.451466982	0.597860078	0.705349833	0.415098813	1.329525485	0.638064567	0.657667441	0.870060858	0.778040322	0.828988962	1.144725125	1.047531409	0.983290979
2510002D24Rik	3.548843481	3.352589052	3.679356234	3.356679086	3.287157539	3.703853753	3.301542287	3.160763716	3.558402345	3.550100313	3.691813297	3.487782164	3.538426419	3.530357954	4.025737561	3.904927195	3.635882058	3.70783397	4.040173533	3.963751539	4.019870901	4.254397518	4.000829311	4.159677619
2510009E07Rik	1.039671847	0.601725037	-0.111411426	0.639380362	0.619985749	0.691024889	-0.35036063	0.218694387	-0.202286395	0.986469188	0.28475101	0.765534746	0.052735839	0.396510254	-0.863637968	-0.692904936	-0.317254129	-0.021581758	-0.39713269	-0.178606519	-0.405956004	-0.447902346	0.022474347	-0.319744066
2610002J02Rik	3.59821035	3.061480717	2.978684379	3.612494048	3.418540795	3.257490431	3.004729689	3.114117114	2.997877678	2.835665417	2.706481928	2.706097292	3.021262952	2.995372355	2.431296679	3.090618042	2.854843455	2.928919816	2.833450785	2.760318897	2.726220885	2.420986254	2.488005914	2.487414316
2610305D13Rik	-1.469162156	-2.221158964	-2.442567362	-1.92345185	-2.170393954	-1.560910958	-4.263711362	-4.246058703	-4.852838164	-0.343225414	-0.887473335	-0.561998911	-1.086577839	-1.419410678	-2.850074729	-1.56226943	-0.585253955	-1.528102945	-0.636095564	-0.457557693	-0.342074685	-0.857123928	-1.047964696	-1.044053413
2610524H06Rik	-0.373383312	-0.865158736	-2.085870264	-1.792911784	-2.125667289	-0.991831546	-1.395905897	-1.903381903	-1.150654003	-0.696003046	-0.289901328	-0.241980016	-2.519561144	-2.760724174	-3.258231886	-1.7715002	-2.825343033	-2.186261898	-2.04660512	-2.381610974	-2.041268662	-1.98685079	-1.535440462	-2.323920389
2610528J11Rik	4.201861225	3.668312046	3.672312185	3.991254257	3.779196673	4.075087603	3.774902998	4.113583825	4.136043696	3.895011726	4.3899935	4.36640615	3.605719515	3.67238008	3.58084495	3.668312046	3.273811261	3.461764275	3.745000629	4.083187834	3.752266899	3.676064261	3.548263984	4.045862298
2700070H01Rik	-7.59534098	-7.659440374	-7.668801289	1.00E-11	-7.850458003	-7.792538497	-7.605923002	-7.855060246	-4.988779186	-7.451013116	-6.634752712	-5.895094427	1.00E-11	1.00E-11	1.00E-11	-7.191395701	1.00E-11	1.00E-11	1.00E-11	1.00E-11	-6.56950147	-7.368725147	1.00E-11	-4.70011861
2700081O15Rik	-2.299673926	-1.841311391	-1.841089112	-1.843629273	-2.25928136	-1.512793573	-1.49488549	-2.205410293	-1.718962945	-1.660538758	-2.026698786	-1.397565925	-2.461537325	-2.134179347	-2.501655169	-2.588860152	-2.130687623	-2.095382573	-2.33371969	-2.426198933	-2.089697141	-2.882145405	-2.715855471	-2.473618638
2700097O09Rik	1.808916309	1.675472714	1.718293669	1.289220673	1.480947526	1.381803867	1.528346271	1.764099824	1.636947052	1.525673018	1.38943465	1.557797273	1.025354871	0.689621215	0.963104155	1.060268788	1.239294159	1.05036935	0.760323156	0.524324501	0.946221804	0.613644801	1.165622567	0.632286831
2810007J24Rik	8.689749932	8.551081452	8.503094269	8.566735256	8.569088498	8.419408268	8.424208288	8.890626046	8.535881881	8.556111319	8.230990715	8.544191698	9.153397494	9.030672653	9.130168972	9.391078148	9.399724391	9.148105374	9.192147305	8.972138327	8.807074729	9.014023261	9.307392093	9.017774403
2810013P06Rik	2.143119091	1.806093043	2.109708235	1.099874186	1.688672738	1.359161295	2.362410973	1.940448683	2.217416858	2.066402673	2.185079983	2.446158282	1.204654085	1.355794365	1.400767431	1.062370431	1.508854552	1.057477999	1.077263511	1.339867101	1.404102008	2.029919279	1.700444157	2.006168741
2810408I11Rik	0.925042367	0.482311366	0.806423052	0.347586292	0.098028713	-0.058823059	-0.120322461	-0.306649987	-0.618173988	0.30195047	-0.010098056	0.2904362	2.460412318	1.81276107	2.489982151	2.864760632	2.667499332	1.950882686	2.066330337	1.502345879	2.254149557	2.983008173	3.048032115	1.806216805
2810410L24Rik	-1.601413213	-1.619665075	-0.551968098	-1.507430992	-1.435167265	-1.309677672	-0.921625169	-0.238644934	-0.658906894	-0.918256802	-0.866715308	-0.767069147	-1.728297047	-3.090520264	-2.101833449	-2.107392926	-2.128894443	-1.497983128	-1.803181477	-1.536469611	-1.885281174	-1.421352994	-1.96572793	-1.287701813
2900008C10Rik	0.500281977	0.443956675	0.729269968	0.460207842	-0.202012546	0.513430106	0.688108726	0.381349829	0.481505617	0.79760239	0.648649507	0.777131411	-1.224182473	-1.575580928	-0.642738534	-0.455862841	-0.199916418	-0.733917516	-0.877446544	-2.534804932	-0.980135858	-0.248815675	-0.454589054	-0.339723029
2900056M20Rik	-1.180001628	-1.310740207	-1.238030566	-1.540664914	-0.892681722	-0.848528205	-1.934218158	-1.28536498	-1.080929983	-1.173641478	-1.347945862	-1.033708345	-2.032589365	-1.736513621	-2.516487043	-3.55887012	-1.60659698	-2.211030372	-2.627092465	-2.370623794	-3.110803731	-2.126794712	-2.839472154	-1.73942508
3110052M02Rik	0.402984064	0.171924153	0.744893024	-0.222513372	0.839943468	0.164065394	0.198883849	0.308489026	0.398985104	0.511468039	0.375489899	0.346565501	0.099874186	-0.000451634	-0.635456702	-0.2113193	0.296944831	-0.369560978	-0.3128963	-0.247895414	-0.297886839	-0.650926915	-0.442698732	-0.513205322
3110082I17Rik	1.219747806	0.859858262	0.876982463	1.387130897	1.258024374	0.494128835	0.736431698	0.28413505	0.279922903	0.815280302	0.624550131	0.588046569	1.563275299	0.924738408	1.126787883	1.256020312	0.334247895	1.141596278	1.191196246	1.10799579	0.772139031	2.076134912	2.205552039	1.851850963
3830403N18Rik	-4.993941877	-3.056407184	-3.118238291	-4.479021651	-5.229904727	-3.681806968	-4.393309905	-4.543699329	-3.629206317	-4.5836981	-4.79675724	-6.432781678	-6.681006629	-6.825951378	-6.588368971	1.00E-11	1.00E-11	1.00E-11	-3.721018977	-4.738697868	-4.20788363	1.00E-11	1.00E-11	1.00E-11
3830406C13Rik	2.751495857	2.725339807	2.812001154	2.529338719	2.667635573	2.772698582	2.870125977	3.100553857	3.020559094	2.72410452	2.603670256	2.465295389	2.457079421	2.532439153	2.381396901	2.193998773	2.536749206	2.403911201	2.207627396	2.449054196	2.282241106	2.270618641	2.241254446	2.081554379
4632428N05Rik	0.459620468	-0.357178305	-0.879236678	-0.383510556	-0.536697713	0.172730718	-0.216659017	-0.711646163	-0.568839205	-0.116554351	-0.30089617	-0.123679126	-1.091512936	-0.267465082	-1.822263313	-1.18969346	-1.411095676	-1.22305044	-0.871833319	-0.905623384	-0.878037706	-1.476703022	-1.045231937	-0.954979275
4833411C07Rik	2.49690202	2.325547601	2.66845048	1.811244949	2.796404634	2.908463238	3.037824979	1.857535183	2.697929466	2.76968289	3.281181903	2.952428625	1.790008792	2.187175475	1.918348067	1.927627227	1.177796633	2.262448192	1.363047693	1.681152375	1.384088499	2.718600548	2.501436597	2.79906865
4921507P07Rik	-3.446715787	-3.02585252	-3.77470335	-2.750542523	-3.221798153	-3.289700272	-3.201629245	-2.850678193	-2.671090025	-2.829090455	-2.924541302	-3.283491913	-3.872490329	-4.074238722	-3.140812819	-3.984897556	-3.269331353	-3.752895938	-3.351962413	-3.121599522	-3.983801521	-5.871759398	-4.220936996	-4.544648526
4921530L18Rik	-0.136733907	-0.349761155	-0.239079064	-0.512065065	-0.285076657	-0.527454002	-0.611907473	-0.309527477	-0.473544518	0.487805312	0.336214823	0.300393198	-0.416600303	-1.443285139	-1.734630319	-0.438782391	-0.233837394	-0.412112757	-0.684862758	-0.443544098	-1.273116481	-1.009149671	-0.184503266	-0.088599862
4921539E11Rik	-6.520600548	-5.585131017	-5.860122967	-7.013568152	-6.044243221	-8.304946917	1.00E-11	1.00E-11	1.00E-11	-5.651696864	-5.827117238	-4.191708867	-5.039428982	-4.752036526	-5.788002001	-3.612752173	-4.431202813	-3.832050213	1.00E-11	1.00E-11	1.00E-11	-3.363299196	-4.558064448	-4.697114102
4930414L22Rik	-0.912051137	-1.105715381	-0.823217681	-1.493199037	-1.618384375	-0.890489662	-0.85087073	-0.841249356	-0.601111182	-0.319589219	-0.03213936	-0.241893005	-1.626914222	-2.359216211	-1.117705978	-1.571300153	-1.765871511	-1.745217318	-1.151528685	-1.407972157	-1.656594452	-1.017685758	-1.278846113	-0.587305174
4930452B06Rik	-2.003316236	-2.933771628	-1.724315879	-1.611274822	-1.868737151	-2.238878156	-2.172428083	-1.868105021	-1.733584036	-0.394488599	-0.125185726	-0.102998171	-2.055483345	-2.083232935	-3.155379742	-2.122202362	-1.823330001	-2.419414537	-3.293061948	-2.95542962	-1.98672499	-1.590705745	-2.569933155	-2.63109088
4930503L19Rik	-1.792801808	-2.31677247	-1.628082111	-2.757949985	-1.962260751	-2.108867047	-1.755224952	-2.357758685	-1.93318198	-2.226307432	-2.780869281	-2.19759996	-2.915489385	-2.433381602	-2.854627744	-3.194994874	-2.799982863	-2.802285552	-4.258911195	-2.022232116	-2.425222243	-2.909623483	-3.189351252	-2.68762293
4930523C07Rik	1.755515739	1.772396663	1.554195894	1.381571329	1.762863289	1.59171771	2.28853575	1.965174762	2.297391002	1.847820566	2.057824545	2.09173368	0.674668544	0.984662258	1.13523934	0.665292707	0.770964325	0.412965745	1.114520282	1.675310109	1.486359125	1.506236322	1.281911857	1.521065817
4930581F22Rik	1.365574967	1.165654722	1.487234216	1.014405286	1.509204305	1.540513378	1.823349915	2.028261486	1.822416085	1.975274329	1.697595918	1.580574851	0.574857181	-0.11218466	0.479458228	0.099981878	0.463130664	0.612125991	0.131088965	0.387969051	0.339969688	1.244850535	1.197550907	1.210226755
4931408D14Rik	1.858347095	0.813787347	1.159073699	0.776996708	1.819541482	0.586298779	2.27948021	2.215523293	2.223790128	2.534039185	2.657486811	2.940518218	0.591574107	1.006398569	0.098540833	0.872497837	0.736345102	-0.211346025	1.345152215	1.920278054	1.802925238	1.454570737	1.935844415	1.536430936
4931414P19Rik	0.746372967	0.098123065	0.137201838	0.237527008	0.385673997	0.60987786	0.104524533	0.64823533	0.809126288	0.978224923	0.737911692	0.44498504	0.071433187	-0.141189843	-0.685953196	-0.568263661	-0.264169388	-0.691501654	-0.396526759	0.125148517	0.246140503	-0.274347829	-0.217393497	-0.013258512
4933404O12Rik	0.300264326	-0.670506662	-0.21442434	-0.090194644	0.335231694	0.168616365	-0.19316949	0.50997954	0.325017922	-0.157323613	-0.221584498	-0.259310714	-0.148690304	-0.293544596	-1.167144003	-1.129254163	-1.033442546	-0.46382174	-1.121825557	-0.117859389	-0.647682146	-0.652796987	-0.839996305	-0.871614206
4933412E12Rik	-1.771037278	-1.356864183	-1.454719545	-2.54205486	-2.455012206	-1.584912007	-1.78244169	-1.684382763	-0.898145568	-2.014989295	-1.873407685	-1.894407736	-3.630056298	-2.445519201	-3.343770547	-3.027510256	-3.140736472	-2.657563588	-1.971985402	-1.889765061	-2.05699539	-2.198685699	-2.34852254	-2.294483835
4933422H20Rik	-0.74872325	-0.665447742	-0.159231441	-1.005527441	-1.962249507	-0.22085797	-0.063487563	-0.714867701	-0.392260167	0.390810737	1.042784398	1.754404386	-3.067346145	-3.050562184	-2.221609731	-1.638716737	-1.947044413	-2.023422267	-3.088997242	-3.505977286	-2.193238766	-0.977704634	-0.943513579	-1.801123693
4933426M11Rik	3.080123802	2.799168144	2.674530706	2.918218292	3.228132189	3.476848252	3.337967929	2.868582075	3.355537864	3.17112995	3.206497885	3.088828512	2.690951163	3.018000274	2.2282338	1.841449871	2.238138724	2.142429776	2.59839141	3.106959643	3.280585203	2.936421224	2.915524725	2.950522538
4933427D14Rik	-1.69766808	-1.908090335	-1.532077842	-2.391440531	-1.183490401	-1.631792637	-1.10821377	-1.701801543	-1.488450998	-1.363827833	-1.368085521	-1.737215683	-1.863756105	-2.05612517	-2.658182719	-3.00213677	-1.925308245	-1.797157291	-2.023480921	-1.62846121	-2.081265729	-2.532115393	-2.22536262	-2.25508115
5031414D18Rik	-3.393623725	-3.507248071	-4.677510633	-3.254785045	-4.039241585	-3.642304324	-2.414006821	-3.549893819	-3.970331424	-2.924366059	-2.853407335	-3.441831913	-4.497595254	-4.723616253	-5.304576253	-5.572924236	-6.113066278	-5.487938609	-3.76768111	-3.643192703	-3.891043385	-4.383830534	-5.17157119	-3.690915105
5033411D12Rik	5.108754433	4.804621519	4.597441785	4.799159854	5.207771841	4.914440148	4.504811044	4.742238015	4.494953161	5.201261378	5.107516309	5.001748208	5.458998745	5.33074482	5.194871084	5.264112267	5.621873119	5.194997119	4.802198388	4.837912975	4.807591917	4.895205663	5.394047619	5.31777799
5430416O09Rik	-4.53087922	-4.66307774	-4.212155682	-5.315192032	-5.086985388	-3.491190871	-3.34414263	-4.648458507	-3.96974812	-4.116835914	-4.131366329	-4.086044216	-5.007127177	-4.758570784	-4.671549531	-5.583608157	-6.128496962	-6.596499283	-5.619486861	-4.658097118	-3.849088921	-5.195319922	-5.232939859	-4.99848193
5430427O19Rik	-2.936872621	-4.201220502	-4.648690094	-4.630829931	-4.402278338	-3.882753925	-3.559091163	-3.675476006	-3.993018119	-3.864474586	-4.080661443	-4.269796038	-4.995312517	-4.726764381	-6.086980485	-3.960925634	-4.384972492	-5.174892375	-4.988568482	-4.356850881	-4.293562632	-5.68032288	-4.355048793	-5.636079421
5430435G22Rik	-1.000213535	-1.007916106	-1.741864639	-1.498284699	-1.766769645	-0.849060854	-0.387119121	-0.735004862	-1.482706163	-0.76776659	-0.763790285	-0.905085651	-2.622865143	-2.427890325	-2.764150423	-2.813874744	-2.105373898	-2.383868183	-2.225592017	-1.605520979	-1.17906705	-2.071451542	-2.049534572	-2.740856495
5530601H04Rik	-1.034500127	-1.753433818	-1.412005258	-2.282158002	-1.225409845	-1.412715668	-1.569766119	-1.455827223	-1.227357575	-1.59878897	-1.647761255	-1.641684765	-1.657886778	-1.8767682	-2.297012735	-2.212935361	-2.115484912	-1.800394865	-2.43624441	-1.580072847	-2.26560816	-2.467286074	-2.388959853	-2.04891358
5730435O14Rik	-0.510664647	0.354429592	-0.359386475	-0.793599329	-1.383725122	-0.017561622	-1.112493445	-0.264455294	-1.830798451	-1.476181142	-1.18633741	-1.817206018	1.463413204	0.779780804	1.211703773	1.937924367	0.607417909	1.841385458	0.613965339	1.144372734	0.95214716	0.891356967	1.371915659	1.14617294
5730508B09Rik	0.864358515	0.735270875	0.764473551	0.694889105	0.52213612	0.134352387	1.071817576	1.440564239	1.283850673	0.990395821	0.69306984	0.526359325	0.561233253	0.529141283	0.72497326	0.919477385	0.859921855	0.382202417	0.602285833	0.191006689	0.555904481	-0.192013728	0.192648685	0.062259894
5830454E08Rik	0.610624477	0.74691466	0.85366836	0.734334606	0.19032408	0.694684107	0.660225849	-0.097856941	0.562855401	0.589245749	0.413269114	0.99345699	0.443903646	0.022516958	0.164876363	0.550949903	0.383950307	0.181229795	-0.073329505	0.080603092	0.04685422	-0.051133063	0.133445159	-0.408669093
6330408A02Rik	-0.997068539	-0.442279175	-0.657395193	-0.436101915	-0.751615756	-0.493550388	-0.28262824	-0.1244857	-0.282258003	0.121797892	0.001283428	0.022999797	-1.012521956	-1.130551794	-1.331339853	-1.424769005	-0.541809108	-1.172733776	-1.281866812	-1.173150142	-1.253154115	-0.777561413	-1.008725786	-1.107361843
6330418K02Rik	0.578929055	-0.061455243	0.392185513	0.107232562	0.039040105	0.398065744	-0.165895596	0.328560764	-0.584342996	0.430799091	0.455996541	-0.764907743	-0.438639645	-0.661293777	-0.518767201	0.764014873	0.046840254	-0.390941027	-1.001792941	-0.563211316	-0.942354262	-0.529351732	-0.931989644	-0.552748786
8430419L09Rik	2.632105321	2.009472587	1.941481964	2.293720668	2.777106155	2.671560597	2.618999747	2.731183242	2.837333751	2.29098757	2.328957067	2.198270974	2.334119151	2.366157126	1.437067904	1.254364258	1.599846209	1.824670109	2.089382893	2.5965297	2.376523774	1.933036249	2.072863831	2.041257003
8430429K09Rik	-2.239852308	-1.147508892	-1.043970119	-1.731378769	-1.514433032	-1.712574988	-1.126397809	-1.204508986	-0.785820473	-0.397921351	-0.62252527	-0.869395915	-1.748034951	-2.906039657	-1.908252782	-2.254213666	-2.130548635	-2.660671029	-2.166586863	-1.90185537	-1.800148654	-0.837648151	-1.482907774	-1.416376942
9030617O03Rik	3.672493232	3.017936157	3.116604299	3.281684899	3.407597485	3.505687719	3.386948865	3.609955848	3.559112429	3.572065036	3.655638049	3.221089801	3.419606306	3.07206806	2.694922526	2.928777726	2.891695256	2.778812027	3.114998274	3.551368357	3.370303799	2.639181216	2.799800186	2.829606046
9030619P08Rik	5.780170968	5.838001251	6.613298846	5.909785103	5.400128015	6.187342175	5.55640489	5.912448678	5.895908465	6.60599798	6.924705633	6.145176093	2.490647141	1.614907686	2.54399072	2.674053819	3.161013741	1.966858635	2.511457919	2.486222666	2.702863628	2.321275849	2.790922137	1.627830929
9130019O22Rik	-0.976838346	-1.770672955	-1.481686444	-1.496350035	-1.427676852	-1.270531629	-1.162770413	-1.541244246	-1.333007144	-1.247319906	-1.413172819	-1.233565971	-1.330987752	-1.311030125	-1.57642398	-1.43228323	-1.455190205	-1.304939788	-2.048501724	-1.65479895	-1.922669485	-1.979128749	-1.940882884	-1.89278351
9130221H12Rik	0.631262632	1.255833043	1.191316285	0.822917737	1.333349307	0.863787832	1.49684579	1.826107095	1.604598001	1.759837596	1.622794506	1.863478617	1.091456121	0.55776787	0.471145831	-0.283123209	0.756972026	0.541901357	0.477345755	1.135311586	0.729609324	1.338555628	1.377262597	1.091408727
9130230L23Rik	1.00E-11	1.00E-11	1.00E-11	-5.171976818	1.00E-11	1.00E-11	-7.271378755	-7.533811056	-5.888011483	-6.112237679	-5.303185687	-4.144385293	-5.37042385	-4.505339856	-7.273828093	-5.279530297	-4.806574923	-7.444421919	-7.028485095	-7.24504178	-6.235698691	-7.033798728	-7.283195257	-5.178226447
9130409I23Rik	2.789883631	2.120040008	2.13922717	2.226172478	1.863668911	1.957974013	1.443680906	1.589149852	1.367717718	1.923362193	2.089108272	3.301905122	4.572689617	4.337611199	3.88547675	4.658554261	4.47198079	3.919063531	2.972813946	3.229664823	3.388423767	3.849839173	3.657125482	4.044289192
